"","sim","DiscountedCost","DiscountedQALY","LY","group"
"325",82,193386.849909646,0.806660608120015,1.6802341569333,"Chemo-Chemo"
"326",82,272729.803322989,0.994751318551357,2.03304769450809,"Chemo-TDxd"
"327",82,303222.5307598,1.07089967071338,2.14916409845216,"TDxD-Chemo"
"328",82,328322.475432933,1.09557046432402,2.19553615044523,"TDxD-SG"
"329",83,171666.667029933,0.697228086145308,1.64178180619078,"Chemo-Chemo"
"330",83,235031.472726483,0.839267696099235,1.92583387399624,"Chemo-TDxd"
"331",83,253791.961409499,0.882729846860971,2.02019499949118,"TDxD-Chemo"
"332",83,288514.496659714,0.912056393225133,2.07886109700492,"TDxD-SG"
"333",84,190205.49927374,0.750125884462193,1.68850593252303,"Chemo-Chemo"
"334",84,256156.384321655,0.909829947108568,2.01514150082835,"Chemo-TDxd"
"335",84,294149.234455832,1.06169333877421,2.1974920211954,"TDxD-Chemo"
"336",84,328365.90105489,1.12717605653378,2.32770332947523,"TDxD-SG"
"337",85,181094.910663958,0.670651873670905,1.56496556092122,"Chemo-Chemo"
"338",85,239968.374184774,0.79645776702361,1.80233121141908,"Chemo-TDxd"
"339",85,285450.199159276,0.920746486629877,2.04357979892348,"TDxD-Chemo"
"340",85,319132.30774748,0.973525060727459,2.14732876315174,"TDxD-SG"
"341",86,172094.104142109,0.660124849732723,1.59272965404157,"Chemo-Chemo"
"342",86,237567.591037654,0.756446481920051,1.82603458886465,"Chemo-TDxd"
"343",86,292387.005335449,0.894368445669856,2.05179942029594,"TDxD-Chemo"
"344",86,310107.921109114,0.894357513616933,2.05177281061453,"TDxD-SG"
"345",87,167386.014239419,0.625725073636182,1.66127450380203,"Chemo-Chemo"
"346",87,212001.586617371,0.736841452795267,1.92174889744751,"Chemo-TDxd"
"347",87,246351.148215438,0.882144325874008,2.19702276666274,"TDxD-Chemo"
"348",87,257577.196980114,0.8515313281684,2.12503020417308,"TDxD-SG"
"349",88,197750.24120587,0.735259035050194,1.7367248750989,"Chemo-Chemo"
"350",88,272219.770945674,0.875957937300514,2.02640215644377,"Chemo-TDxd"
